gT,gM,Fishing_Pressure,Final_Coral,Final_Turf,Final_Macroalgae,Id,Fishing_ID
15,6.5,0.7,0.7238141878141724,0.004513385832212848,3.709203362937998e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
0,7,0.7,0.05365907386841194,0.5571308950667914,0.2768183436299061,"Generalist
dominated","Fishing
Pressure
= 0.7"
0.5,7,0.7,0.07765880072408395,0.5316391627770795,0.24811119196472098,"Generalist
dominated","Fishing
Pressure
= 0.7"
1,7,0.7,0.12479790307442903,0.5031538845506542,0.1889996922176889,"Generalist
dominated","Fishing
Pressure
= 0.7"
1.5,7,0.7,0.6407095597669424,0.08138098409548974,0.006933627026200216,"Generalist
dominated","Fishing
Pressure
= 0.7"
2,7,0.7,0.6758391926418611,0.048951180608041614,0.003960513126815722,"Generalist
dominated","Fishing
Pressure
= 0.7"
2.5,7,0.7,0.6905841492396386,0.03531603259071839,0.0027982309567752424,"Generalist
dominated","Fishing
Pressure
= 0.7"
3,7,0.7,0.6988344296954591,0.02768119077763445,0.0021682129611841332,"Generalist
dominated","Fishing
Pressure
= 0.7"
3.5,7,0.7,0.7041301273564344,0.022778519740556547,0.0017712006825517754,"Generalist
dominated","Fishing
Pressure
= 0.7"
4,7,0.7,0.7078237624394009,0.019358102709287367,0.0014976307149154795,"Generalist
dominated","Fishing
Pressure
= 0.7"
4.5,7,0.7,0.7105490568140985,0.016833926495493017,0.0012975115796971229,"Generalist
dominated","Fishing
Pressure
= 0.7"
5,7,0.7,0.7126436081466786,0.014893677259276136,0.0011446952062103188,"Generalist
dominated","Fishing
Pressure
= 0.7"
5.5,7,0.7,0.7143041082651865,0.013355338540622952,0.001024151117981865,"Generalist
dominated","Fishing
Pressure
= 0.7"
6,7,0.7,0.7156530324993382,0.012105546738966778,9.266166472782658e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
6.5,7,0.7,0.7167706755477395,0.01106996724560941,8.460689283050591e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
7,7,0.7,0.7177118922844935,0.01019780945729391,7.784207670607749e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
7.5,7,0.7,0.7185154437427,0.009453179835528062,7.208001096070851e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
8,7,0.7,0.7192095012420774,0.00880998847872764,6.711293248838271e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
8.5,7,0.7,0.7198150344549054,0.008248813355961903,6.278680918432461e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
9,7,0.7,0.7203479760255033,0.007754896606493224,5.898501371573417e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
9.5,7,0.7,0.7208206492281948,0.007316822859581121,5.561761260511706e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
10,7,0.7,0.7212427358305207,0.006925623126333437,5.261413837812179e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
10.5,7,0.7,0.72162194821053,0.006574152456049482,4.99185906666008e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
11,7,0.7,0.7219645060985241,0.006256648464770325,4.7485903190309936e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
11.5,7,0.7,0.7222754811675974,0.005968412215827039,4.52793982920191e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
12,7,0.7,0.7225590503391411,0.005705573623161767,4.3268921196994663e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
12.5,7,0.7,0.7228186848327576,0.00546491635447889,4.142945118925848e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
13,7,0.7,0.7230572932115451,0.005243745336793718,3.9740053246383323e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
13.5,7,0.7,0.7232773309784654,0.005039785239007367,3.8183076556773496e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
14,7,0.7,0.7234808855091088,0.004851101796633818,3.674353463439554e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
14.5,7,0.7,0.7236697425637825,0.004676040197631613,3.5408620762592333e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
15,7,0.7,0.7238454388784606,0.0045131763624669,3.4167325501091415e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
0,7.5,0.7,0.05416042429742654,0.5695871622059319,0.26361225952283784,"Generalist
dominated","Fishing
Pressure
= 0.7"
0.5,7.5,0.7,0.07847670177273224,0.5447927108313536,0.23385686741568323,"Generalist
dominated","Fishing
Pressure
= 0.7"
1,7.5,0.7,0.12724800890224186,0.5143884706928473,0.17434375945945693,"Generalist
dominated","Fishing
Pressure
= 0.7"
1.5,7.5,0.7,0.6414051166708408,0.08123841728812939,0.006403436450627429,"Generalist
dominated","Fishing
Pressure
= 0.7"
2,7.5,0.7,0.6761860594094055,0.04891545339503364,0.0036649622388721234,"Generalist
dominated","Fishing
Pressure
= 0.7"
2.5,7.5,0.7,0.6908188603395891,0.035300125017316324,0.0025909961288568773,"Generalist
dominated","Fishing
Pressure
= 0.7"
3,7.5,0.7,0.6990125218979335,0.027672251454849566,0.0020082360024290297,"Generalist
dominated","Fishing
Pressure
= 0.7"
3.5,7.5,0.7,0.70427383123884,0.022772808749011334,0.0016408071960238723,"Generalist
dominated","Fishing
Pressure
= 0.7"
4,7.5,0.7,0.7079442956664946,0.019354144256848428,0.0013875400745020046,"Generalist
dominated","Fishing
Pressure
= 0.7"
4.5,7.5,0.7,0.7106528932507035,0.016831023442506594,0.0012022321659605059,"Generalist
dominated","Fishing
Pressure
= 0.7"
5,7.5,0.7,0.712734830727603,0.014891458205109837,0.001060703795574431,"Generalist
dominated","Fishing
Pressure
= 0.7"
5.5,7.5,0.7,0.7143854606214946,0.013353587743572369,9.490506366111433e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
6,7.5,0.7,0.7157264484397216,0.01210413041054897,8.587016179314475e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
6.5,7.5,0.7,0.7168375699115589,0.01106879805913906,7.840823760834678e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
7,7.5,0.7,0.7177733317490069,0.01019682801282122,7.214094363924689e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
7.5,7.5,0.7,0.7185722525912746,0.009452344334238649,6.680238029276367e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
8,7.5,0.7,0.719262329746805,0.0088092686593992265,6.220017520463564e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
8.5,7.5,0.7,0.7198644047027422,0.008248186774552349,5.819169313866542e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
9,7.5,0.7,0.7203943135734314,0.0077543462670930895,5.466892728580297e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
9.5,7.5,0.7,0.7208643055448577,0.007316335657100093,5.154858578801181e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
10,7.5,0.7,0.7212840045682292,0.006925188794144265,4.87654012421973e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
10.5,7.5,0.7,0.7216610772386223,0.006573762837463902,4.626750298839022e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
11,7.5,0.7,0.722001706558417,0.0062562969978184,4.401314614650138e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
11.5,7.5,0.7,0.7223109343930068,0.005968093561902479,4.19683547763572e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
12,7.5,0.7,0.7225929132186415,0.005705283394770791,4.0105194275580385e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
12.5,7.5,0.7,0.7228510940175455,0.005464650912563633,3.8400485305454645e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
13,7.5,0.7,0.7230883684546687,0.005243501637742425,3.683483293404767e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
13.5,7.5,0.7,0.7233071778122331,0.005039560717703472,3.539188437246296e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
14,7.5,0.7,0.723509597412161,0.004850894276017139,3.405775486509171e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
14.5,7.5,0.7,0.72369740273032,0.004675847818017445,3.2820578897140083e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
15,7.5,0.7,0.7238721216742113,0.004512997525765644,3.167015591903632e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
0,8,0.7,0.054611692483347136,0.5808632727205976,0.25166825205955207,"Generalist
dominated","Fishing
Pressure
= 0.7"
0.5,8,0.7,0.07920236528342435,0.5565367569850046,0.22114675316215385,"Generalist
dominated","Fishing
Pressure
= 0.7"
1,8,0.7,0.12943144171723078,0.5240170119086729,0.16167970262706916,"Generalist
dominated","Fishing
Pressure
= 0.7"
1.5,8,0.7,0.6420013303391705,0.0811165388299717,0.005948727376807631,"Generalist
dominated","Fishing
Pressure
= 0.7"
2,8,0.7,0.6764846911754216,0.04888472940368072,0.003410489958148002,"Generalist
dominated","Fishing
Pressure
= 0.7"
2.5,8,0.7,0.6910211840961428,0.035286422174215355,0.0024123533011141543,"Generalist
dominated","Fishing
Pressure
= 0.7"
3,8,0.7,0.6991661304637337,0.027664544987660144,0.0018702513727856286,"Generalist
dominated","Fishing
Pressure
= 0.7"
3.5,8,0.7,0.7043978221772732,0.022767883112120763,0.001528300698740559,"Generalist
dominated","Fishing
Pressure
= 0.7"
4,8,0.7,0.7080483182284191,0.01935072912736672,0.001292529843358108,"Generalist
dominated","Fishing
Pressure
= 0.7"
4.5,8,0.7,0.7107425206693381,0.01682851832029512,0.0011199910611514887,"Generalist
dominated","Fishing
Pressure
= 0.7"
5,8,0.7,0.7128135798871097,0.014889543021917489,9.88197288061843e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
5.5,8,0.7,0.7144556957429038,0.013352076511857922,8.842132680450782e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
6,8,0.7,0.7157898364275108,0.012102907763156133,8.000633767150096e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
6.5,8,0.7,0.7168953306275501,0.011067788677895945,7.305595566018786e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
7,8,0.7,0.7178263850548577,0.01019598065751214,6.721800179886779e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
7.5,8,0.7,0.718621309433607,0.009451622942994566,6.224493838321594e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
8,8,0.7,0.7193079510640189,0.008808647121398313,5.795766004604327e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
8.5,8,0.7,0.7199070409106717,0.008247645722118046,5.422335756397653e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
9,8,0.7,0.7204343318463701,0.007753871032683155,5.094145761437034e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
9.5,8,0.7,0.7209020091596295,0.007315914930138645,4.803439617811028e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
10,8,0.7,0.7213196469323724,0.006924813713271161,4.544139099807481e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
10.5,8,0.7,0.7216948722658137,0.006573426362055171,4.311413371884502e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
11,8,0.7,0.7220338364768678,0.006255993463478918,4.101374477439656e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
11.5,8,0.7,0.7223415557135712,0.005967818360054165,3.910857913727223e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
12,8,0.7,0.7226221613600138,0.005705032737732667,3.73726178030752e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
12.5,8,0.7,0.7228790869357585,0.005464421658655304,3.578427030514619e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
13,8,0.7,0.7231152095236405,0.0052432911592564186,3.4325470690886817e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
13.5,8,0.7,0.7233329581335678,0.005039366799973278,3.298098632563274e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
14,8,0.7,0.7235343976847982,0.004850715039362271,3.173788326091442e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
14.5,8,0.7,0.7237212947770364,0.004675681656738231,3.058510828795815e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
15,8,0.7,0.723895169697904,0.00451284305999689,2.9513159001163245e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
0,8.5,0.7,0.05502035663255926,0.5911240977671669,0.24080813429259487,"Generalist
dominated","Fishing
Pressure
= 0.7"
0.5,8.5,0.7,0.07985071350361676,0.567084343886438,0.209744130036124,"Generalist
dominated","Fishing
Pressure
= 0.7"
1,8.5,0.7,0.13138905851419513,0.532339906599252,0.15064503594116577,"Generalist
dominated","Fishing
Pressure
= 0.7"
1.5,8.5,0.7,0.642518102657785,0.08101114263595757,0.005554424086540671,"Generalist
dominated","Fishing
Pressure
= 0.7"
2,8.5,0.7,0.6767445014266762,0.0488580257924838,0.003189083175816975,"Generalist
dominated","Fishing
Pressure
= 0.7"
2.5,8.5,0.7,0.6911973940015018,0.03527449524301925,0.002256764862145576,"Generalist
dominated","Fishing
Pressure
= 0.7"
3,8.5,0.7,0.6992999809573308,0.027657832717714475,0.001750014510071498,"Generalist
dominated","Fishing
Pressure
= 0.7"
3.5,8.5,0.7,0.7045058969434399,0.022763591218943446,0.001430236115144976,"Generalist
dominated","Fishing
Pressure
= 0.7"
4,8.5,0.7,0.7081390057176314,0.019347752623307488,0.0012096994873237582,"Generalist
dominated","Fishing
Pressure
= 0.7"
4.5,8.5,0.7,0.7108206692849949,0.01682633454611595,0.0010482829552260584,"Generalist
dominated","Fishing
Pressure
= 0.7"
5,8.5,0.7,0.7128822505917115,0.014887873284525054,9.249704742271299e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
5.5,8.5,0.7,0.7145169469861588,0.013350758818119786,8.276695170167968e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
6,8.5,0.7,0.7158451199167248,0.012101841606838972,7.48922512084963e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
6.5,8.5,0.7,0.7169457089646005,0.011066908431232063,6.838776151825239e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
7,8.5,0.7,0.717872659653035,0.01019524166643808,6.292408516489918e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
7.5,8.5,0.7,0.7186640997798962,0.009450993777139014,5.826967334242119e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
8,8.5,0.7,0.7193477459927794,0.008808105021152448,5.425697527221686e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
8.5,8.5,0.7,0.7199442329800051,0.008247173804142999,5.076174080956864e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
9,8.5,0.7,0.7204692410933302,0.007753456509949923,4.768987253119895e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
9.5,8.5,0.7,0.7209348999468388,0.007315547941568494,4.4968796966191716e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
10,8.5,0.7,0.7213507401666931,0.006924486532695718,4.2541640064398866e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
10.5,8.5,0.7,0.7217243544364867,0.006573132850494091,4.036319781761317e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
11,8.5,0.7,0.722061866458184,0.006255728681720585,3.839708781421956e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
11.5,8.5,0.7,0.722368269964763,0.005967578289375378,3.6613696585815304e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
12,8.5,0.7,0.722647677955424,0.005704814075123202,3.498867481473537e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
12.5,8.5,0.7,0.7229035087276394,0.005464221664355435,3.3501817016225985e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
13,8.5,0.7,0.7231386266524739,0.0052431075416588474,3.2136215736718146e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
13.5,8.5,0.7,0.7233554500411158,0.005039197627629438,3.0877614849028086e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
14,8.5,0.7,0.723556034743643,0.004850558672930329,2.9713909317338077e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
14.5,8.5,0.7,0.723742139621106,0.004675536695793891,2.8634754128239206e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
15,8.5,0.7,0.7239152783175253,0.0045127083010540504,2.7631255563289995e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
0,9,0.7,0.055392431169444374,0.600504653255874,0.23088639245019654,"Generalist
dominated","Fishing
Pressure
= 0.7"
0.5,9,0.7,0.08043358892671061,0.5766081604303739,0.19945793661803,"Generalist
dominated","Fishing
Pressure
= 0.7"
1,9,0.7,0.13315388662357527,0.5395909733764457,0.14095656699343134,"Generalist
dominated","Fishing
Pressure
= 0.7"
1.5,9,0.7,0.6429703439435375,0.08091909208532705,0.005209221149401831,"Generalist
dominated","Fishing
Pressure
= 0.7"
2,9,0.7,0.6769726024042346,0.048834601466155515,0.0029946868270953773,"Generalist
dominated","Fishing
Pressure
= 0.7"
2.5,9,0.7,0.6913522410208557,0.035264019877772355,0.002120036971947687,"Generalist
dominated","Fishing
Pressure
= 0.7"
3,9,0.7,0.6994176560553496,0.02765193386737605,0.0016443073728590525,"Generalist
dominated","Fishing
Pressure
= 0.7"
3.5,9,0.7,0.7046009359188843,0.022759818130726642,0.0013439998717226045,"Generalist
dominated","Fishing
Pressure
= 0.7"
4,9,0.7,0.7082187682911448,0.01934513532780399,0.0011368476155517256,"Generalist
dominated","Fishing
Pressure
= 0.7"
4.5,9,0.7,0.7108894118545593,0.016824414006539275,9.85205847031752e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
5,9,0.7,0.7129426614889564,0.014886404645214665,8.693488108771998e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
5.5,9,0.7,0.7145708346239661,0.013349599717418448,7.77923572096414e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
6,9,0.7,0.7158937599626533,0.01210090370119394,7.039273919467885e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
6.5,9,0.7,0.7169900353366876,0.011066134025848138,6.428037000006825e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
7,9,0.7,0.7179133768159636,0.010194591500060872,5.914586447496723e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
7.5,9,0.7,0.718701752346825,0.0094504402123574225,5.477172193859609e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
8,9,0.7,0.7193827637597308,0.008807628043219872,5.100054531777268e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
8.5,9,0.7,0.7199769611246565,0.008246758564801329,4.77156068633288e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
9,9,0.7,0.7204999610466292,0.00775309176277987,4.482850134502237e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
9.5,9,0.7,0.72096384419662,0.007315225013098898,4.227104232852703e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
10,9,0.7,0.7213781029958273,0.006924198626921963,3.9989791647405195e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
10.5,9,0.7,0.7217502998666849,0.006572874567284867,3.794227467670769e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
11,9,0.7,0.7220865342295394,0.00625549567615095,3.609430468547553e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
11.5,9,0.7,0.7223917801068137,0.0059673670261345315,3.441805460895963e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
12,9,0.7,0.7226701343302032,0.005704621648430419,3.2890643409287803e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
12.5,9,0.7,0.7229250018103708,0.005464045663874886,3.149308357932035e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
13,9,0.7,0.723159235738744,0.005242945951270597,3.020948651556537e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
13.5,9,0.7,0.7233752450169202,0.005039048748035887,2.9026454922149054e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
14,9,0.7,0.7235750775182872,0.004850421061799843,2.793261281314601e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
14.5,9,0.7,0.7237604852972265,0.0046754091209757764,2.6918238072426535e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
15,9,0.7,0.7239329761540821,0.004512589703652574,2.5974972372720087e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
0,9.5,0.7,0.05573281583756873,0.6091166238728825,0.22178294061234155,"Generalist
dominated","Fishing
Pressure
= 0.7"
0.5,9.5,0.7,0.0809605148072568,0.5852495104264768,0.19013238214528452,"Generalist
dominated","Fishing
Pressure
= 0.7"
1,9.5,0.7,0.1347528818465614,0.5459539623162634,0.13239077007324646,"Generalist
dominated","Fishing
Pressure
= 0.7"
1.5,9.5,0.7,0.6433694477041769,0.08083799999071135,0.004904472513358767,"Generalist
dominated","Fishing
Pressure
= 0.7"
2,9.5,0.7,0.6771744681612459,0.04881388701889253,0.0028226399544928516,"Generalist
dominated","Fishing
Pressure
= 0.7"
2.5,9.5,0.7,0.6914893891925774,0.035254746206526,0.001998935148325214,"Generalist
dominated","Fishing
Pressure
= 0.7"
3,9.5,0.7,0.6995219214343187,0.02764670899211887,0.0015506457436840722,"Generalist
dominated","Fishing
Pressure
= 0.7"
3.5,9.5,0.7,0.7046851638840795,0.022756475123315054,0.0012675732663118215,"Generalist
dominated","Fishing
Pressure
= 0.7"
4,9.5,0.7,0.7082894682182801,0.01934281590754125,0.0010722732720128626,"Generalist
dominated","Fishing
Pressure
= 0.7"
4.5,9.5,0.7,0.7109503503643266,0.016822711805635805,9.292897300328973e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
5,9.5,0.7,0.7129962184431562,0.01488510283425454,8.200378370377353e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
5.5,9.5,0.7,0.7146186113600186,0.013348572200796513,7.338189623847189e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
6,9.5,0.7,0.7159368863066186,0.012100072215841416,6.640328907718281e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
6.5,9.5,0.7,0.7170293385692452,0.01106544745331531,6.063844368395529e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
7,9.5,0.7,0.7179494810454853,0.01019401505047432,5.57956941521619e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
7.5,9.5,0.7,0.7187351401159592,0.009449949393657623,5.166998038704059e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
8,9.5,0.7,0.7194138159143552,0.008807205117148302,4.811289840139236e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
8.5,9.5,0.7,0.720005983553191,0.00824639037109953,4.501438379045081e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
9,9.5,0.7,0.7205272031631929,0.007752768333005039,4.229107398741075e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
9.5,9.5,0.7,0.7209895120521231,0.00731493865900981,3.987866933671665e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
10,9.5,0.7,0.7214023687893768,0.0069239433242242595,3.7726775992104035e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
10.5,9.5,0.7,0.7217733089825017,0.0065726455288710305,3.5795337826352656e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
11,9.5,0.7,0.7221084105342764,0.006255289050203411,3.40521138103908e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
11.5,9.5,0.7,0.7224126299993763,0.005967179678472045,3.24708599851075e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
12,9.5,0.7,0.7226900498809782,0.0057044510029030165,3.102999656019187e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
12.5,9.5,0.7,0.7229440632251299,0.0054638895835217435,2.9711615495088295e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
13,9.5,0.7,0.723177513314463,0.0052428026485955865,2.850073120601696e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
13.5,9.5,0.7,0.7233928007103254,0.005038916716407274,2.7384707617401243e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
14,9.5,0.7,0.7235919662156896,0.004850299022393028,2.6352814953752414e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
14.5,9.5,0.7,0.7237767558514333,0.004675295981301372,2.539588323514114e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
15,9.5,0.7,0.7239486722378635,0.004512484524823044,2.45060287182435e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
0,10,0.7,0.05604554792200515,0.6170532425732348,0.21339773326560246,"Generalist
dominated","Fishing
Pressure
= 0.7"
0.5,10,0.7,0.08143923986209543,0.5931250418288954,0.18163923342646726,"Generalist
dominated","Fishing
Pressure
= 0.7"
1,10,0.7,0.13620824328997985,0.5515746766011596,0.1247694285197513,"Generalist
dominated","Fishing
Pressure
= 0.7"
1.5,10,0.7,0.6437242710544755,0.08076601712916069,0.00463345201712096,"Generalist
dominated","Fishing
Pressure
= 0.7"
2,10,0.7,0.6773543807536093,0.048795437715865,0.002669296145983064,"Generalist
dominated","Fishing
Pressure
= 0.7"
2.5,10,0.7,0.6916117097301291,0.03524647861083555,0.0018909247108601134,"Generalist
dominated","Fishing
Pressure
= 0.7"
3,10,0.7,0.6996149461428649,0.027642048803949968,0.0014670812983575588,"Generalist
dominated","Fishing
Pressure
= 0.7"
3.5,10,0.7,0.7047603265305222,0.022753492615570615,0.0011993723071418818,"Generalist
dominated","Fishing
Pressure
= 0.7"
4,10,0.7,0.7083525672135549,0.019340746242215934,0.001014641361969554,"Generalist
dominated","Fishing
Pressure
= 0.7"
4.5,10,0.7,0.7110047425165261,0.01682119270896766,8.793805224294519e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
5,10,0.7,0.7130440253708099,0.0148839409507647,7.760211172864423e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
5.5,10,0.7,0.7146612609750549,0.013347655063304625,6.944474856391681e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
6,10,0.7,0.7159753862568985,0.012099330009264183,6.284181622348605e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
6.5,10,0.7,0.717064426779552,0.011064834571612983,5.73870977116961e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
7,10,0.7,0.7179817142775752,0.010193500452357751,5.280472615616762e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
7.5,10,0.7,0.7187649488830845,0.009449511224318223,4.890073556668676e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
8,10,0.7,0.7194415400255151,0.008806827547280216,4.553474270305793e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
8.5,10,0.7,0.7200318959553639,0.008246061656050914,4.260262668838229e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
9,10,0.7,0.7205515264239245,0.007752479576168081,4.0025523285016365e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
9.5,10,0.7,0.7210124300527235,0.007314682998510351,3.774260032490676e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
10,10,0.7,0.7214240352084825,0.006923715383083884,3.5706180056465476e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
10.5,10,0.7,0.7217938535730493,0.006572441034218812,3.3878364227087613e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
11,10,0.7,0.7221279438490714,0.006255104563886196,3.22286479280156e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
11.5,10,0.7,0.7224312470040343,0.005967012402828077,3.073219984807348e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
12,10,0.7,0.7227078327546602,0.005704298638330202,2.936860138458821e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
12.5,10,0.7,0.7229610835588814,0.005463750222418822,2.8120907812000285e-4,"Generalist
dominated","Fishing
Pressure
= 0.7"
